epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
43,8597.43,0.92171,0.81749,1.15119,0.86935,0.83823,0.8766,0.66007,0.69226,0.56223,1.09084,0.005842,0.005842,0.005842
44,8798.96,0.91848,0.81122,1.14803,0.85623,0.85229,0.88016,0.66717,0.68809,0.5578,1.0869,0.005743,0.005743,0.005743
45,8995.12,0.91212,0.80544,1.14342,0.85641,0.84034,0.88093,0.665,0.68643,0.55399,1.08376,0.005644,0.005644,0.005644
46,9194.82,0.9151,0.80442,1.14367,0.8727,0.83484,0.87984,0.66448,0.68785,0.54902,1.08332,0.005545,0.005545,0.005545
47,9399.35,0.90534,0.79489,1.13792,0.86579,0.83783,0.88021,0.66256,0.68637,0.54749,1.08201,0.005446,0.005446,0.005446
48,9603.09,0.9078,0.7996,1.13855,0.86373,0.83599,0.88155,0.6664,0.68514,0.54303,1.08128,0.005347,0.005347,0.005347
49,9809.99,0.89961,0.78532,1.13374,0.85805,0.83876,0.87924,0.6696,0.68056,0.54006,1.07846,0.005248,0.005248,0.005248
50,10011.3,0.8931,0.78659,1.12711,0.85826,0.84091,0.87854,0.66943,0.6788,0.53872,1.07698,0.005149,0.005149,0.005149
51,10215.3,0.8856,0.78379,1.12598,0.8606,0.84261,0.87762,0.6704,0.67835,0.53838,1.07693,0.00505,0.00505,0.00505
52,10416.6,0.88235,0.78213,1.12369,0.87132,0.8442,0.88195,0.67194,0.67831,0.53799,1.07722,0.004951,0.004951,0.004951
53,10621,0.88534,0.77788,1.12441,0.86501,0.84774,0.88415,0.67408,0.67591,0.53661,1.07508,0.004852,0.004852,0.004852
54,10827.8,0.88268,0.77852,1.1233,0.88198,0.83352,0.88691,0.67475,0.67497,0.53556,1.0742,0.004753,0.004753,0.004753
55,11033.1,0.87676,0.76824,1.1192,0.87522,0.84417,0.88978,0.67666,0.67432,0.53397,1.0737,0.004654,0.004654,0.004654
56,11238.4,0.87059,0.7651,1.11359,0.86868,0.85138,0.8889,0.6746,0.67441,0.53316,1.07398,0.004555,0.004555,0.004555
57,11444.8,0.86936,0.7598,1.11462,0.86349,0.84451,0.88295,0.6755,0.67318,0.53222,1.0727,0.004456,0.004456,0.004456
58,11645.2,0.87172,0.76163,1.11445,0.87521,0.84018,0.88554,0.67421,0.67157,0.53088,1.07099,0.004357,0.004357,0.004357
59,11850.4,0.86605,0.75569,1.11372,0.87256,0.84682,0.88646,0.67558,0.67057,0.53084,1.07004,0.004258,0.004258,0.004258
60,12054.6,0.86089,0.75335,1.10826,0.87919,0.84892,0.88721,0.67638,0.66954,0.52909,1.06905,0.004159,0.004159,0.004159
61,12251.9,0.86109,0.75408,1.10918,0.87903,0.84849,0.88709,0.67822,0.66838,0.52826,1.06781,0.00406,0.00406,0.00406
62,12439.7,0.85801,0.7489,1.10875,0.87985,0.84658,0.88732,0.67928,0.6673,0.52753,1.06715,0.003961,0.003961,0.003961
63,12633,0.84821,0.74053,1.10283,0.8782,0.8474,0.88719,0.67879,0.66624,0.52655,1.0663,0.003862,0.003862,0.003862
64,12814.9,0.84997,0.74282,1.10264,0.87558,0.84853,0.88773,0.67892,0.66553,0.52627,1.06544,0.003763,0.003763,0.003763
65,13004.7,0.8445,0.74011,1.10147,0.88204,0.84823,0.88754,0.67826,0.66501,0.52591,1.0649,0.003664,0.003664,0.003664
66,13207.2,0.8444,0.7361,1.09912,0.88682,0.84845,0.88816,0.679,0.6645,0.52492,1.06408,0.003565,0.003565,0.003565
67,13411.2,0.83899,0.73195,1.09866,0.88538,0.84986,0.88771,0.67864,0.664,0.52492,1.06357,0.003466,0.003466,0.003466
68,13615.2,0.83897,0.72765,1.09561,0.88763,0.84802,0.88788,0.67772,0.66344,0.52425,1.06299,0.003367,0.003367,0.003367
69,13819.2,0.83902,0.72653,1.09624,0.88557,0.84981,0.88823,0.67919,0.66297,0.52348,1.06266,0.003268,0.003268,0.003268
70,14022.5,0.82599,0.72154,1.0875,0.88717,0.84845,0.88855,0.67947,0.66244,0.52307,1.06232,0.003169,0.003169,0.003169
71,14222.5,0.8309,0.72275,1.08835,0.88531,0.84987,0.88859,0.67894,0.66182,0.52336,1.06169,0.00307,0.00307,0.00307
72,14425.9,0.82541,0.71077,1.08193,0.88413,0.85158,0.88895,0.67917,0.66121,0.52353,1.06129,0.002971,0.002971,0.002971
73,14626.2,0.82154,0.71431,1.08591,0.87995,0.85477,0.88891,0.67934,0.66076,0.52322,1.06104,0.002872,0.002872,0.002872
74,14827.6,0.82192,0.71519,1.08253,0.87567,0.85571,0.88877,0.67882,0.66031,0.52284,1.06063,0.002773,0.002773,0.002773
75,15025.3,0.81455,0.70987,1.07885,0.87626,0.85558,0.88869,0.67983,0.66003,0.52274,1.06031,0.002674,0.002674,0.002674
76,15221.6,0.81002,0.70671,1.07626,0.88101,0.85268,0.88894,0.68003,0.65985,0.52274,1.06009,0.002575,0.002575,0.002575
77,15421.7,0.80688,0.69921,1.07305,0.88187,0.85333,0.88915,0.67965,0.65947,0.52228,1.05983,0.002476,0.002476,0.002476
78,15622.1,0.80422,0.70127,1.07498,0.8828,0.85312,0.88943,0.67976,0.65903,0.52223,1.05952,0.002377,0.002377,0.002377
79,15823.4,0.80562,0.70171,1.07453,0.88254,0.85369,0.88912,0.68066,0.65865,0.52222,1.0591,0.002278,0.002278,0.002278
80,16026.8,0.79473,0.69464,1.06711,0.88038,0.85243,0.88913,0.67996,0.65839,0.52172,1.05878,0.002179,0.002179,0.002179
81,16230.7,0.79932,0.69326,1.06737,0.87953,0.85253,0.8891,0.67998,0.65804,0.52167,1.05846,0.00208,0.00208,0.00208
82,16423.1,0.79308,0.68593,1.06811,0.87803,0.85397,0.88944,0.68008,0.6578,0.5212,1.05823,0.001981,0.001981,0.001981
83,16620.8,0.78921,0.68402,1.06472,0.87932,0.85515,0.88945,0.68023,0.65741,0.52101,1.05788,0.001882,0.001882,0.001882
84,16820,0.79213,0.68657,1.06701,0.87986,0.85616,0.88962,0.67964,0.65711,0.52073,1.05752,0.001783,0.001783,0.001783
85,17019.4,0.77937,0.67451,1.05835,0.88132,0.85561,0.8899,0.67999,0.65688,0.52046,1.05726,0.001684,0.001684,0.001684
86,17215.7,0.78182,0.67909,1.05873,0.88876,0.85326,0.88959,0.68037,0.65666,0.52017,1.05689,0.001585,0.001585,0.001585
87,17415.9,0.78231,0.67697,1.05917,0.88581,0.85453,0.8898,0.67999,0.65653,0.51996,1.0567,0.001486,0.001486,0.001486
88,17613.5,0.77691,0.67193,1.05711,0.88562,0.85515,0.88987,0.68129,0.65627,0.51994,1.0564,0.001387,0.001387,0.001387
89,17811.5,0.77704,0.67911,1.05845,0.8881,0.8541,0.88967,0.68076,0.65599,0.51975,1.05614,0.001288,0.001288,0.001288
90,18010.1,0.77001,0.66888,1.05459,0.88902,0.85386,0.88954,0.68091,0.65576,0.51948,1.0558,0.001189,0.001189,0.001189
91,18212.5,0.72451,0.60877,1.02846,0.88874,0.85352,0.88954,0.6808,0.65549,0.51955,1.05551,0.00109,0.00109,0.00109
92,18413.9,0.70985,0.60341,1.02245,0.88786,0.855,0.89,0.68069,0.65531,0.51967,1.05528,0.000991,0.000991,0.000991
93,18617.3,0.70016,0.59237,1.01898,0.8893,0.85344,0.89008,0.68095,0.65488,0.51973,1.05498,0.000892,0.000892,0.000892
94,18816.8,0.69427,0.58877,1.01618,0.89014,0.85386,0.89038,0.68115,0.6546,0.51998,1.05476,0.000793,0.000793,0.000793
95,19019,0.6917,0.58636,1.01313,0.89196,0.85362,0.89013,0.68036,0.65426,0.52001,1.05446,0.000694,0.000694,0.000694
96,19222.4,0.68437,0.58056,1.00816,0.8916,0.85439,0.89031,0.68061,0.65411,0.5202,1.05425,0.000595,0.000595,0.000595
97,19427.3,0.67549,0.57652,1.00644,0.89105,0.85449,0.8899,0.68057,0.65396,0.5202,1.05406,0.000496,0.000496,0.000496
98,19634.2,0.67435,0.57187,1.00487,0.89101,0.85458,0.89023,0.68035,0.65375,0.52006,1.05389,0.000397,0.000397,0.000397
99,19839.1,0.66939,0.56794,1.00134,0.8882,0.85191,0.88781,0.6798,0.65356,0.52024,1.05366,0.000298,0.000298,0.000298
100,20043.5,0.66512,0.56869,1.00017,0.88901,0.85201,0.88794,0.68033,0.65337,0.52021,1.05346,0.000199,0.000199,0.000199
